Domain name,Domain type,Agency,Organization name,City,State,Security Contact Email
kingcounty.gov,County,Non-Federal Agency,King County OIRM,,, 
kingcountyhazwastewa.gov,County,Non-Federal Agency,King County,,, 
kinggeorgecountyva.gov,County,Non-Federal Agency,King George County,,, 
kingsburyny.gov,County,Non-Federal Agency,"Town of Kingsbury, New York",,, 
kitsap.gov,County,Non-Federal Agency,Kitsap County,,, 
kittitascounty.gov,County,Non-Federal Agency,Kittitas County,,, 
klamathcountyor.gov,County,Non-Federal Agency,Klamath County,,, 
knottcountyky.gov,County,Non-Federal Agency,Knott County Fiscal Court,,, 
knoxcountyema-oh.gov,County,Non-Federal Agency,Knox County EMA,,, 
knoxcountyil.gov,County,Non-Federal Agency,County of Knox,,, 
knoxcountymaine.gov,County,Non-Federal Agency,County of Knox,,, 
knoxcountyne.gov,County,Non-Federal Agency,Knox County,,, 
knoxcountytexas.gov,County,Non-Federal Agency,Knox County Texas,,, 
knoxcountytn.gov,County,Non-Federal Agency,Knox County Tennessee Government,,, 
kwc.gov,County,Non-Federal Agency,King William County,,, 
lacounty.gov,County,Non-Federal Agency,County of Los Angeles / Internal Services Department,,, 
lafayettecountymo.gov,County,Non-Federal Agency,"Lafayette County, MO",,, 
lafcoar.gov,County,Non-Federal Agency,Lafayette County Arkansas,,, 
lakeclerkfl.gov,County,Non-Federal Agency,Lake County Clerk of the Circuit Court and Comptroller,,, 
lakecountyca.gov,County,Non-Federal Agency,County of Lake,,, 
lakecountyclerkfl.gov,County,Non-Federal Agency,Lake County Clerk of the Circuit Court and Comptroller,,, 
lakecountyco.gov,County,Non-Federal Agency,Lake County,,, 
lakecountyfl.gov,County,Non-Federal Agency,Lake County Board of County Commissioners,,, 
lakecountyil.gov,County,Non-Federal Agency,Lake County,,, 
lakecountyohio.gov,County,Non-Federal Agency,"Lake County, Ohio",,, 
lakecountytn.gov,County,Non-Federal Agency,Lake County Government ,,, 
lakemt.gov,County,Non-Federal Agency,Lake County,,, 
lakevotes.gov,County,Non-Federal Agency,Lake County Supervisor of Elections,,, 
lamarcountyms.gov,County,Non-Federal Agency,Lamar County Mississippi,,, 
lancastercountypa.gov,County,Non-Federal Agency,"County of Lancaster, Pa",,, 
lancastercountysc.gov,County,Non-Federal Agency,Lancaster County Government,,, 
landercountynvelections.gov,County,Non-Federal Agency,Lander County Elections,,, 
lanecountyor.gov,County,Non-Federal Agency,Lane County,,, 
lapeercountymi.gov,County,Non-Federal Agency,Lapeer County,,, 
laramiecountywy.gov,County,Non-Federal Agency,Laramie County Government,,, 
larimer.gov,County,Non-Federal Agency,"Larimer County, Colorado Government",,, 
laruecountyky.gov,County,Non-Federal Agency,LaRue County Courthouse,,, 
lasallecountyil.gov,County,Non-Federal Agency,LaSalle County,,, 
latahcountyid.gov,County,Non-Federal Agency,Latah County Idaho,,, 
lauderdalecountyal.gov,County,Non-Federal Agency,Lauderdale County Commission,,, 
laurelcountycorrectionsky.gov,County,Non-Federal Agency,Laurel County Corrections,,, 
laurelcountysheriff.gov,County,Non-Federal Agency,Laurel County Sheriff's Office,,, 
lavote.gov,County,Non-Federal Agency,County of Los Angeles ,,, 
lawrencecountyal.gov,County,Non-Federal Agency,Lawrence County Commission,,, 
lawrencecountyboe-ohio.gov,County,Non-Federal Agency,Lawrence County Ohio Board of Elections,,, 
lawrencecountyky.gov,County,Non-Federal Agency,Lawrence County Fiscal Court,,, 
lawrencecountymo.gov,County,Non-Federal Agency,Lawrence County Missouri,,, 
lawrencecountypa.gov,County,Non-Federal Agency,Lawrence County Government Center,,, 
lawrencecountysd.gov,County,Non-Federal Agency,Lawrence County,,, 
lawrencecountytn.gov,County,Non-Federal Agency,Lawrence County Government,,, 
lccountymt.gov,County,Non-Federal Agency,Lewis and Clark County,,, 
lccwillcounty.gov,County,Non-Federal Agency,County of Will,,, 
lcsomo.gov,County,Non-Federal Agency,Lincoln County Sheriffs Office,,, 
lcwc911pa.gov,County,Non-Federal Agency,"County of Lancaster, Pa",,, 
leavenworthcounty.gov,County,Non-Federal Agency,Leavenworth County Kansas,,, 
lebanoncountypa.gov,County,Non-Federal Agency,Lebanon County,,, 
lee-county-fl.gov,County,Non-Federal Agency,Lee County Government,,, 
leecountyil.gov,County,Non-Federal Agency,LEE COUNTY,,, 
leecountync.gov,County,Non-Federal Agency,Lee County Government,,, 
leefl.gov,County,Non-Federal Agency,Lee County Government,,, 
leelanau.gov,County,Non-Federal Agency,Leelanau County,,, 
leflorecountyok.gov,County,Non-Federal Agency,LeFlore County Sheriff Department,,, 
lehighcountypa.gov,County,Non-Federal Agency,County of Lehigh,,, 
lenoircountync.gov,County,Non-Federal Agency,Lenoir County,,, 
leoncountyfl.gov,County,Non-Federal Agency,Leon County Board of County Commissioners,,, 
leonvotes.gov,County,Non-Federal Agency,Supervisor of Elections,,, 
lewiscountyky.gov,County,Non-Federal Agency,Lewis County Fiscal Court,,, 
lewiscountyny.gov,County,Non-Federal Agency,"Lewis County, NY",,, 
lewiscountytn.gov,County,Non-Federal Agency,Lewis County Government,,, 
lewiscountywa.gov,County,Non-Federal Agency,Lewis County,,, 
libertycountyflsoe.gov,County,Non-Federal Agency,Liberty County SOE ,,, 
libertycounty-ga.gov,County,Non-Federal Agency,Liberty County Georgia,,, 
libertycountymt.gov,County,Non-Federal Agency,Liberty County,,, 
lickingcounty.gov,County,Non-Federal Agency,Licking County,,, 
limestonecounty-al.gov,County,Non-Federal Agency,Limestone County Commission,,, 
limestonecountyema-al.gov,County,Non-Federal Agency,Limestone County Emergency Management Agency,,, 
lincolncountyga.gov,County,Non-Federal Agency,Lincoln County Government,,, 
lincolncountyid.gov,County,Non-Federal Agency,Lincoln County,,, 
lincolncountymoclerk.gov,County,Non-Federal Agency,Lincoln County Clerk's Office,,, 
lincolncountync.gov,County,Non-Federal Agency,Lincoln County,,, 
lincolncountyne.gov,County,Non-Federal Agency,Lincoln County,,, 
lincolncountynm.gov,County,Non-Federal Agency,Lincoln County,,, 
lincolncountynv.gov,County,Non-Federal Agency,"Lincoln County, Nevada",,, 
lincolncountysd.gov,County,Non-Federal Agency,"Lincoln County, SD",,, 
lincolncountysheriffok.gov,County,Non-Federal Agency,Lincoln County Sheriff's Office,,, 
lincolncountytn.gov,County,Non-Federal Agency,"Lincoln County, TN",,, 
lincolncountywy.gov,County,Non-Federal Agency,Lincoln County,,, 
linncosomo.gov,County,Non-Federal Agency,Linn County Sheriff's Office,,, 
linncountyelections-ia.gov,County,Non-Federal Agency,Linn County,,, 
linncounty-ia.gov,County,Non-Federal Agency,"Linn County, IA",,, 
linncountyiowa.gov,County,Non-Federal Agency,"Linn County, IA",,, 
linncountyor.gov,County,Non-Federal Agency,Linn County,,, 
livingstoncountyil.gov,County,Non-Federal Agency,Livingston County,,, 
livingstonparishla.gov,County,Non-Federal Agency,Livingston Parish Government,,, 
logancountyco.gov,County,Non-Federal Agency,Logan County Assessors,,, 
logancountyil.gov,County,Non-Federal Agency,Logan County,,, 
logancountyks.gov,County,Non-Federal Agency,"County of Logan, KS DBA Logan County",,, 
logancountyky.gov,County,Non-Federal Agency,Logan County Fiscal Court,,, 
logancountyohio.gov,County,Non-Federal Agency,Logan County Ohio,,, 
loganengineeroh.gov,County,Non-Federal Agency,Logan County Engineer's Office,,, 
longcountyga.gov,County,Non-Federal Agency,Long County Board of Commissioners,,, 
loraincountyohio.gov,County,Non-Federal Agency,Lorain County Board of Commissioners,,, 
loudoncounty-tn.gov,County,Non-Federal Agency,"Loudon County, Tennessee Government",,, 
loudouncountyva.gov,County,Non-Federal Agency,Loudoun County Government,,, 
loudoun.gov,County,Non-Federal Agency,Loudoun County Government,,, 
louisacounty.gov,County,Non-Federal Agency,"County of Louisa, VA",,, 
louisacountyia.gov,County,Non-Federal Agency,Louisa County Iowa,,, 
loupcountyne.gov,County,Non-Federal Agency,Loup County,,, 
lowndes-al.gov,County,Non-Federal Agency,Lowndes County Commission,,, 
lowndescountyga.gov,County,Non-Federal Agency,Lowndes County Board of Commissioners,,, 
lsc-mn.gov,County,Non-Federal Agency,Le Sueur County,,, 
lubbockcounty.gov,County,Non-Federal Agency,Lubbock County,,, 
lucascountyoh.gov,County,Non-Federal Agency,Lucas County,,, 
lucascountyohiovotes.gov,County,Non-Federal Agency,Lucas County Board of Elections,,, 
lumpkincounty.gov,County,Non-Federal Agency,Lumpkin County,,, 
lunenburgva.gov,County,Non-Federal Agency,Lunenburg County,,, 
macombcountymi.gov,County,Non-Federal Agency,Macomb County Michigan,,, 
maconcountyga.gov,County,Non-Federal Agency,Macon County Board of Commissioners,,, 
maconcountymo.gov,County,Non-Federal Agency,Macon County,,, 
maconcountytn.gov,County,Non-Federal Agency,Macon County Mayor's Office,,, 
macoupincountyil.gov,County,Non-Federal Agency,Macoupin County Board,,, 
macoupinvotes.gov,County,Non-Federal Agency,Macoupin County Board,,, 
madcosao.gov,County,Non-Federal Agency,Madison County State's Attorney,,, 
madisoncountyalema.gov,County,Non-Federal Agency,Huntsville-Madison County Emergency Management Agency,,, 
madisoncountyal.gov,County,Non-Federal Agency,Madison County Commission,,, 
madisoncountyil.gov,County,Non-Federal Agency,Madison County Government,,, 
madisoncountyky.gov,County,Non-Federal Agency,Madison County Fiscal Court,,, 
madisoncountymo.gov,County,Non-Federal Agency,Madison County Commission,,, 
madisoncountymt.gov,County,Non-Federal Agency,Madison County Board of Commissioners,,, 
madisoncountync.gov,County,Non-Federal Agency,Madison County Government,,, 
madisoncountyne.gov,County,Non-Federal Agency,Madison County,,, 
madisoncountytn.gov,County,Non-Federal Agency,Madison County Government,,, 
mahaskacountyia.gov,County,Non-Federal Agency,Mahaska County,,, 
mahoningcountyoh.gov,County,Non-Federal Agency,Mahoning County Data Processing Dept.,,, 
manisteecountymi.gov,County,Non-Federal Agency,Manistee County Government,,, 
manitowoccountywi.gov,County,Non-Federal Agency,Manitowoc County,,, 
marathoncounty.gov,County,Non-Federal Agency,Marathon County,,, 
maricopa.gov,County,Non-Federal Agency,Maricopa County Telecommunications ,,, 
mariescountymo.gov,County,Non-Federal Agency,Maries County,,, 
marincounty.gov,County,Non-Federal Agency,County of Marin,,, 
marinettecountywi.gov,County,Non-Federal Agency,County of Marinette,,, 
marioncounty911illinois.gov,County,Non-Federal Agency,Marion County ETSB,,, 
marioncountyar.gov,County,Non-Federal Agency,Marion County,,, 
marioncountyil.gov,County,Non-Federal Agency,Marion Count Board,,, 
marioncountyiowa.gov,County,Non-Federal Agency,"County of Marion, Iowa",,, 
marioncountyky.gov,County,Non-Federal Agency,Marion County Fiscal Court,,, 
marioncounty-mo.gov,County,Non-Federal Agency,Marion County Missouri,,, 
marioncountyms.gov,County,Non-Federal Agency,"Marion County, Mississippi",,, 
marioncountyohio.gov,County,Non-Federal Agency,"Marion County, Ohio",,, 
marioncountysheriffar.gov,County,Non-Federal Agency,Marion County Sheriff's Department,,, 
marioncountytn.gov,County,Non-Federal Agency,Marion County Mayor's Office,,, 
marshallcoms.gov,County,Non-Federal Agency,Marshall County Board of Supervisors,,, 
marshallcountyia.gov,County,Non-Federal Agency,"Marshall County, Iowa",,, 
marshallcountyillinois.gov,County,Non-Federal Agency,County of Marshall,,, 
marshallcountyky.gov,County,Non-Federal Agency,Marshall County Fiscal Court,,, 
marshallcountywv.gov,County,Non-Federal Agency,Marshall County West Virginia Commission,,, 
marshallsheriffms.gov,County,Non-Federal Agency,Marshall County Sheriff's Department,,, 
masoncountyil.gov,County,Non-Federal Agency,Mason County,,, 
masoncountywa.gov,County,Non-Federal Agency,Mason County,,, 
masoncountywv.gov,County,Non-Federal Agency,Mason County Commission,,, 
masonkysheriff.gov,County,Non-Federal Agency,Mason County Sheriff's Office,,, 
massaccountyil.gov,County,Non-Federal Agency,Massac County,,, 
mathewscountyva.gov,County,Non-Federal Agency,County of Mathews,,, 
matsu.gov,County,Non-Federal Agency,Matanuska-Susitna Borough,,, 
mauicounty.gov,County,Non-Federal Agency,County of Maui,,, 
mauicounty-hi.gov,County,Non-Federal Agency,County of Maui,,, 
maurycounty-tn.gov,County,Non-Federal Agency,Maury County Government,,, 
mcclaincountyok.gov,County,Non-Federal Agency,Board of County Commissioners McClain County,,, 
mcconecountymt.gov,County,Non-Federal Agency,McCone County,,, 
mccrackencountyky.gov,County,Non-Federal Agency,McCracken County Fiscal Court,,, 
mccurtainems.gov,County,Non-Federal Agency,McCurtain County EMS,,, 
mcdonaldcountymissouri.gov,County,Non-Federal Agency,County of McDonald,,, 
mcdonaldcountymo.gov,County,Non-Federal Agency,"County of McDonald, Missouri",,, 
mcdowellcountyncboe.gov,County,Non-Federal Agency,McDowell County Board of Elections,,, 
mcdowellcountywv.gov,County,Non-Federal Agency,McDowell County Commission,,, 
mchenrycountyclerkil.gov,County,Non-Federal Agency,McHenry County Government Center,,, 
mchenrycountyil.gov,County,Non-Federal Agency,McHenry County Government Center,,, 
mchenrycountyillinois.gov,County,Non-Federal Agency,McHenry County Government Center,,, 
mcintoshcounty-ga.gov,County,Non-Federal Agency,McIntosh County Booard of Commssioners,,, 
mcintoshcountyok.gov,County,Non-Federal Agency,McIntosh County,,, 
mckeancountypa.gov,County,Non-Federal Agency,McKean County Courthouse,,, 
mcleancountyil.gov,County,Non-Federal Agency,McLean County,,, 
mcleancountynd.gov,County,Non-Federal Agency,McLean County,,, 
mclennan.gov,County,Non-Federal Agency,McLennan County,,, 
mcleodcountymn.gov,County,Non-Federal Agency,McLeod County,,, 
mcminncountytn.gov,County,Non-Federal Agency,McMinn County Government,,, 
meadeky.gov,County,Non-Federal Agency,Meade County Fiscal Court,,, 
mecklenburgcountync.gov,County,Non-Federal Agency,Mecklenburg County,,, 
mecknc.gov,County,Non-Federal Agency,Mecklenburg County,,, 
medinacountyohio.gov,County,Non-Federal Agency,"Medina County, Ohio",,, 
menardcountyil.gov,County,Non-Federal Agency,"Menard County, Illinois",,, 
mendocinocounty.gov,County,Non-Federal Agency,Mendocino County,,, 
menomineecountymi.gov,County,Non-Federal Agency,"Menominee County, MI",,, 
mercedcountyca.gov,County,Non-Federal Agency,County of Merced,,, 
mercedelectionsca.gov,County,Non-Federal Agency,Merced County,,, 
mercercountyohio.gov,County,Non-Federal Agency,Board of Mercer County Commissioners,,, 
mercercountypa.gov,County,Non-Federal Agency,County Of Mercer,,, 
mercercountysheriffohio.gov,County,Non-Federal Agency,Mercer County Sheriff's Office,,, 
meriwethercountyga.gov,County,Non-Federal Agency,Meriwether County Board of Commissioners,,, 
merrickcountyne.gov,County,Non-Federal Agency,Merrick County Government,,, 
metcalfecountyky.gov,County,Non-Federal Agency,Metcalfe County Fiscal Court,,, 
miamicountyin.gov,County,Non-Federal Agency,Miami County Court House,,, 
miamicountyohioauditor.gov,County,Non-Federal Agency,Miami County Auditor,,, 
miamicountyohio.gov,County,Non-Federal Agency,Miami County Commissioners,,, 
miamidadeclerk.gov,County,Non-Federal Agency,Miami-Dade Clerk of Courts,,, 
miamidadecounty-fl.gov,County,Non-Federal Agency,Miami Dade County,,, 
miamidadecountyfl.gov,County,Non-Federal Agency,Miami Dade County,,, 
miami-dade.gov,County,Non-Federal Agency,Miami Dade County,,, 
miamidade.gov,County,Non-Federal Agency,Miami Dade County,,, 
middlesexcountynj.gov,County,Non-Federal Agency,Middlesex County Government,,, 
midlandcountymi.gov,County,Non-Federal Agency,"Midland County, MI",,, 
mifflincountypa.gov,County,Non-Federal Agency,Mifflin County,,, 
milivcounty.gov,County,Non-Federal Agency,Livingston County Michigan,,, 
millercountyga.gov,County,Non-Federal Agency,Miller County Board of Commissioners,,, 
millercountymo.gov,County,Non-Federal Agency,Miller County,,, 
millscountyiowa.gov,County,Non-Federal Agency,Mills County Iowa,,, 
millscountytx.gov,County,Non-Federal Agency,"Mills County, TX",,, 
milwaukeecountywi.gov,County,Non-Federal Agency,County of Milwaukee,,, 
minnehahacounty.gov,County,Non-Federal Agency,Minnehaha County,,, 
miottawavotes.gov,County,Non-Federal Agency,Ottawa County,,, 
missoulacountymt.gov,County,Non-Federal Agency,Missoula County,,, 
mitchellcountyks.gov,County,Non-Federal Agency,Mitchell County,,, 
mitchellcountync.gov,County,Non-Federal Agency,Mitchell County,,, 
mobilecountyal.gov,County,Non-Federal Agency,Mobile County Commission,,, 
mohave.gov,County,Non-Federal Agency,"Mohave County, Arizona",,, 
moniteaucountymo.gov,County,Non-Federal Agency,Moniteau County Commission,,, 
